article_id,ticker,published_at,date,source_name,author,title,description,content,content_truncated,url,sentiment_score,sentiment_label,Open,High,Low,Close,Volume,Return_1D,MA_5,MA_21,MA_126,MA_252,Volatility_21
859,MSFT,2026-03-31T17:35:24Z,2026-03-31,Gizmodo.com,Matt Novak,Iran Threatens to Attack U.S. Tech Companies Starting April 1,"Iran says it will target Apple, Google, and Microsoft, among others.","Iran’s military issued a new threat to 18 U.S. companies in the Middle East on Tuesday, pledging to strike “espionage entities” associated with the “warmongering government of the United States,” acc",True,https://gizmodo.com/iran-threatens-to-attack-u-s-tech-companies-starting-april-1-2000740363,-0.2732,negative,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
860,MSFT,2026-03-31T17:37:01Z,2026-03-31,The Week Magazine,"theweek@futurenet.com (Rafi Schwartz, The Week US) , Rafi Schwartz, The Week US",Could the Iran war pop the AI bubble?,A perfect storm may finally topple a long-risky pillar of the 21st century global economy,"As AI adoption across personal and professional vectors increases, so do the risks the industry takes on in the name of commercial growth and financial dominance. Mere weeks into the Iran war, the co",True,https://theweek.com/world-news/iran-war-ai-artificial-intelligence-bubble-collapse,-0.4336,negative,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
861,MSFT,2026-03-31T17:38:00Z,2026-03-31,Archinect,Nathaniel Bahadursingh,"Tighe, Andrew Franz, John Maniscalco, M-Rad, and Kyle Minor are Archinect Jobs' latest featured employers","Take a look at our latest curated selection of architecture and design firms currently hiring on Archinect Jobs: This week's featured employer highlight includes job openings in Los Angeles, New York City, and San Francisco. For even more opportunities, visit…","Take a look at our latest curated selection of architecture and design firms currently hiring on Archinect Jobs: This week's featured employer highlight includes job openings in Los Angeles, New York",True,https://archinect.com/news/article/150534031/tighe-andrew-franz-john-maniscalco-m-rad-and-kyle-minor-are-archinect-jobs-latest-featured-employers,0.34,positive,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
862,MSFT,2026-03-31T17:45:46Z,2026-03-31,PC Perspective,Jeremy Hellstrom,Microsoft Copilot Was Injecting Ads Into GitHub Pulls Requests And Merges,"There were more than a few developers flabbergasted to find out Copilot had injected advertisements into the descriptions of GitHub pull requests they made recently.  Microsoft was injecting ads for Raycast,…",There were more than a few developers flabbergasted to find out Copilot had injected advertisements into the descriptions of GitHub pull requests they made recently.  Microsoft was injecting ads for,True,https://pcper.com/2026/03/microsoft-copilot-was-injecting-ads-into-github-pulls-requests-and-merges/,0.0,neutral,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
863,MSFT,2026-03-31T17:51:29Z,2026-03-31,Wired,Reece Rogers,How to Change Your Gmail Address,"You’ve probably had the same Gmail address for years. Now, it's easy to make a name change without worrying about the transition.","I was in middle school when I set up the personal Gmail account I still use today. Luckily, my still-developing brain picked a bland, straightforward option. At the time, I had no clue that this acco",True,https://www.wired.com/story/how-to-change-your-gmail-address/,0.2732,positive,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
864,MSFT,2026-03-31T17:52:59Z,2026-03-31,The Daily Caller,Jack Cowhick,Iran Threatens To Blow Up American Tech Firms,"Iran’s Islamic Revolutionary Guard Corps (IRGC) threatened to target American tech companies on Tuesday, claiming they are involved in strikes against Iran. In a statement published by Tasnim News Agency, one of the Islamic Republic’s state media agencies, th…","Iran’s Islamic Revolutionary Guard Corps (IRGC) threatened to target American tech companies on Tuesday, claiming they are involved in strikes against Iran.
In a statement published by Tasnim News A",True,https://dailycaller.com/2026/03/31/iran-blow-up-american-tech-firms/,-0.6705,negative,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
865,MSFT,2026-03-31T17:56:45Z,2026-03-31,Pypi.org,aayushjoshi.dev@gmail.com,cognity-ai added to PyPI,"Modular, provider-agnostic RAG library — any LLM, any vector store, any graph DB, any file format","Modular, provider-agnostic RAG library any LLM, any vector store, any graph DB, any file format.
Overview
cognity-ai is a drop-in RAG (Retrieval-Augmented Generation) service for AI agents. It was",True,https://pypi.org/project/cognity-ai/,0.0,neutral,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
866,MSFT,2026-03-31T18:00:37Z,2026-03-31,VentureBeat,Michael Nuñez,"Slack adds 30 AI features to Slackbot, its most ambitious update since the Salesforce acquisition","Salesforce unveiled more than 30 new Slackbot features, turning Slack into an AI-powered workspace for meeting transcription, CRM updates, desktop assistance and enterprise agent workflows.","Slack today announced more than 30 new capabilities for Slackbot, its AI-powered personal agent, in what amounts to the most sweeping overhaul of the workplace messaging platform since Salesforce acq",True,https://venturebeat.com/orchestration/slack-adds-30-ai-features-to-slackbot-its-most-ambitious-update-since-the,0.0,neutral,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
867,MSFT,2026-03-31T18:04:40Z,2026-03-31,The Times of India,AFP,Microsoft business software faces UK competition probe,"The Competition and Markets Authority said the probe would assess whether the US tech company should be handed ""strategic market status"" (SMS), subjecting it to special requirements to improve competition.","Britain's competition watchdog announced plans on Tuesday to launch an investigation into Microsoft's business software systems, under new measures targeting the dominance of technology giants.The Co",True,https://economictimes.indiatimes.com/tech/technology/microsoft-business-software-faces-uk-competition-probe/articleshow/129934189.cms,0.2023,positive,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
868,MSFT,2026-03-31T18:11:35Z,2026-03-31,PCMag.com,Jamie Lendino,"Before the Mac, Apple Was Flailing. A Look Back at the Visionary Machine That Changed the Game","When the Mac arrived in 1984, it introduced a new way to use computers—visual, intuitive, and accessible. On Apple's 50th, we look back in awe at the entire line.
Apple Computer Company was founded on April 1, 1976, and along with competitors Commodore and Ta…","Apple Computer Company was founded on April 1, 1976, and along with competitors Commodore and Tandy, it helped launch the personal computer revolution the following year.
Atari followed suit with it",True,https://uk.pcmag.com/desktop-pcs/164162/before-the-mac-apple-was-flailing-a-look-back-at-the-visionary-machine-that-changed-the-game,0.0,neutral,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
869,MSFT,2026-03-31T18:11:35Z,2026-03-31,PCMag.com,Jamie Lendino,"Before the Mac, Apple Was Flailing. A Look Back at the Visionary Machine That Changed the Game","When the Mac arrived in 1984, it introduced a new way to use computers—visual, intuitive, and accessible. On Apple's 50th, we look back in awe at the entire line.
Apple Computer Company was founded on April 1, 1976, and along with competitors Commodore and Ta…","Apple Computer Company was founded on April 1, 1976, and along with competitors Commodore and Tandy, it helped launch the personal computer revolution the following year.
Atari followed suit with it",True,https://me.pcmag.com/en/old-desktop-pcs/36311/before-the-mac-apple-was-flailing-a-look-back-at-the-visionary-machine-that-changed-the-game,0.0,neutral,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
870,MSFT,2026-03-31T18:17:32Z,2026-03-31,PCMag.com,Jamie Lendino,They Can't All Be iPhones: 21 Times Apple Got It Very Wrong,"Not every product can be a Mac or iPod. As Apple turns 50, let's take a look back at its most memorable failures.
It seems that Apple can do no wrong these days. Its latest M5-powered MacBook Pros are blisteringly fast, the iPhone 17e just nailed the midrange…","It seems that Apple can do no wrong these days. Its latest M5-powered MacBook Pros are blisteringly fast, the iPhone 17e just nailed the midrange phone formula, and it put the Windows PC market on no",True,https://uk.pcmag.com/computers-electronics/164163/they-cant-all-be-iphones-21-times-apple-got-it-very-wrong,0.3724,positive,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
871,MSFT,2026-03-31T18:17:32Z,2026-03-31,PCMag.com,Jamie Lendino,They Can't All Be iPhones: 21 Times Apple Got It Very Wrong,"Not every product can be a Mac or iPod. As Apple turns 50, let's take a look back at its most memorable failures.
It seems that Apple can do no wrong these days. Its latest M5-powered MacBook Pros are blisteringly fast, the iPhone 17e just nailed the midrange…","It seems that Apple can do no wrong these days. Its latest M5-powered MacBook Pros are blisteringly fast, the iPhone 17e just nailed the midrange phone formula, and it put the Windows PC market on no",True,https://me.pcmag.com/en/computers-electronics/36310/they-cant-all-be-iphones-21-times-apple-got-it-very-wrong,0.3724,positive,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
872,MSFT,2026-03-31T18:20:51Z,2026-03-31,PCMag.com,John Brandon,ManageEngine ServiceDesk Plus,"If you need to track issues from internal employees, as well as manage asset and change requests, ManageEngine's ServiceDesk Plus is a worthy IT Service Management (ITSM) solution. The Zoho-developed software ensures agents comply with ticket-resolution polic…","If you need to track issues from internal employees, as well as manage asset and change requests, ManageEngine's ServiceDesk Plus is a worthy IT Service Management (ITSM) solution. The Zoho-developed",True,https://me.pcmag.com/en/old-help-desk/36312/manageengine-servicedesk-plus,0.8316,positive,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
873,MSFT,2026-03-31T18:24:35Z,2026-03-31,Mjtsai.com,Michael Tsai,MacBook Neo Reviews,"John Gruber (Hacker News): But just using the Neo, without any consideration that it’s memory limited, I haven’t noticed a single hitch. I’m not quitting apps I otherwise wouldn’t quit, or closing Safari tabs I wouldn’t otherwise close. I’m just working — wit…","John Gruber (Hacker News):
But just using the Neo, without any consideration that it’s memory limited, I haven’t noticed a single hitch. I’m not quitting apps I otherwise wouldn’t quit, or closing S",True,https://mjtsai.com/blog/2026/03/31/macbook-neo-reviews/,-0.3291,negative,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
874,MSFT,2026-03-31T18:30:03Z,2026-03-31,Memeorandum.com,Unknown,Iran threatens to strike US-owned infrastructure in the Middle East (Katherine Long/Politico),"Katherine Long / Politico:
Iran threatens to strike US-owned infrastructure in the Middle East … A spokesperson for Microsoft declined to comment.  Spokespeople for the other companies listed and the White House did not immediately respond to a request for co…","memeorandum is an auto-generated summary of the stories that US political commentators are discussing online right now.
Unlike sister sites Techmeme and Mediagazer, it is not a human-edited news out",True,https://www.memeorandum.com/260331/p95,0.0,neutral,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
875,MSFT,2026-03-31T18:30:18Z,2026-03-31,MakeUseOf,Roine Bertelson,The forgotten OS that was more advanced than Windows in 1995 — and died before anyone noticed,I was playing with Windows NT at the time.,"In 1995, Windows was everywhere. It was also, lets be kind, a little fragile. You didnt use Windows back then so much as you negotiated with it. Multitasking worked until it didnt. Audio sometimes be",True,https://www.makeuseof.com/forgotten-os-more-advanced-than-windows-i1995-died-before-noticed/,0.5267,positive,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
876,MSFT,2026-03-31T18:31:03Z,2026-03-31,TweakTown,Derek Strickland,TD Cowen: Nintendo likely to raise price of Switch 2 following Microsoft's and Sony's lead,"Another equity research analyst firm believes Nintendo will raise prices of its Switch 2 console, this time TD Cowen predicts a consumer cost increase.Continue reading at TweakTown","Another analyst firm believes Nintendo will raise prices of the Switch 2, this time with TD Cowen analyst Doug Creutz outlining the firm's expectations.
Microsoft raised Xbox prices twice in 2025, a",True,https://www.tweaktown.com/news/110778/td-cowen-nintendo-likely-to-raise-price-of-switch-2-following-microsofts-and-sonys-lead/index.html,0.0,neutral,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
877,MSFT,2026-03-31T18:33:05Z,2026-03-31,Slashdot.org,feedfeeder,The UK's antitrust regulator is looking into Microsoft's possible monopoly power,"The UK's Competition and Markets Authority is once more turning its lens on Microsoft. The tech company will be the focus of an investigation by the regulator to see if it can be assigned strategic market status (SMS). The CMA already has ""a major concern"" wi…",The UK's Competition and Markets Authority is once more turning its lens on Microsoft. The tech company will be the focus of an investigation by the regulator to see if it can be assigned strategic m,True,https://slashdot.org/firehose.pl?op=view&amp;id=181193730,0.0772,positive,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
878,MSFT,2026-03-31T18:37:35Z,2026-03-31,Techpowerup.com,AleksandarK,NVIDIA Launches Auto Shader Compilation for Faster Game Loading and Less Stuttering,"The NVIDIA App update today introduced some interesting features, such as DLSS 4.5 dynamic multi-frame generation and a 6x mode. Additionally, the app now includes a new beta version of NVIDIA Auto Shader Compilation (ASC). This feature takes DirectX 12 shade…","The NVIDIA App update today introduced some interesting features, such as DLSS 4.5 dynamic multi-frame generation and a 6x mode. Additionally, the app now includes a new beta version of NVIDIA Auto S",True,https://www.techpowerup.com/347912/nvidia-launches-auto-shader-compilation-for-faster-game-loading-and-less-stuttering,0.6486,positive,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
879,MSFT,2026-03-31T18:38:54Z,2026-03-31,TheWrap,Lucas Manfredi,Snap Inc. Shares Jump Over 13% as Activist Investor Irenic Capital Management Builds Stake,"The firm, which has a 2.5% economic interest, is pushing for changes at the social media giant to boost its valuation
The post Snap Inc. Shares Jump Over 13% as Activist Investor Irenic Capital Management Builds Stake appeared first on TheWrap.",Shares of Snap Inc. jumped more than 13% on Tuesday as activist investor Irenic Capital Management acquired a 2.5% stake and is pushing for changes at the social media giant to boost its valuation.,True,https://www.thewrap.com/industry-news/business/snap-stake-activist-investor-irenic-capital-management-stock-reaction/,0.5994,positive,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
880,MSFT,2026-03-31T18:41:10Z,2026-03-31,Insideke.online,Investigative Desk,From NCA 1 Contractor to Health Tech Player: Scrutiny Mounts Over Konvergenz’s Ownership and Government Tenders.,From NCA 1 Contractor to Health Tech Player: Scrutiny Mounts Over Konvergenz’s Ownership and Government Tenders.insideke.online,"52For nearly a decade, Konvergenz Network Solutions operated as a relatively low-profile player in Kenyas technology landscape. Incorporated on April 2, 2014, the Nairobi-based firm built its busines",True,https://www.insideke.online/from-nca-1-contractor-to-health-tech-player-scrutiny-mounts-over-konvergenzs-ownership-and-government-tenders/,0.1779,positive,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
881,MSFT,2026-03-31T18:45:00Z,2026-03-31,CNA,Unknown,Iran Guards say will target US tech firms if more leaders killed,<![CDATA[ Iran’s Revolutionary Guards warned US tech firms they would face “reciprocal action” over alleged roles in targeted assassinations of Iranian leaders. ]]>,"TEHRAN: Iran's Revolutionary Guards said on Tuesday (Mar 31) that they would target leading US technology firms like Apple, Google and Meta if more Iranian leaders were killed in ""targeted assassinat",True,https://www.channelnewsasia.com/world/meta-google-apple-iran-us-israel-war-strikes-tech-6029231,-0.4588,negative,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
882,MSFT,2026-03-31T18:51:54Z,2026-03-31,The Irish Times,Mark Weiss,"‘Go get your own oil’, Trump tells European allies as war against Iran continues",Iranian Revolutionary Guards pledge to target US companies in region; Israel to demolish homes in Lebanon,"US president Donald Trump on Tuesday again criticised European allies for their refusal to assist in the Iran war, arguing they should go get your own oil from the Strait of Hormuz or buy from the US",True,https://www.irishtimes.com/world/middle-east/2026/03/31/go-get-your-own-oil-trump-tells-european-allies-as-war-against-iran-continues/,-0.8658,negative,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
883,MSFT,2026-03-31T19:05:04Z,2026-03-31,TweakTown,Hassam Nasir,"After years of complaints, Microsoft is finally working to improve Windows 11 Search",Product head of Windows Shell experience confirms Microsoft is working on a 'simpler and less distracting' search experience for Windows 11.Continue reading at TweakTown,"It looks like gears are finally turning at Microsoft, as they have confirmed that they have been working on major changes to Windows 11 over the past couple of weeks. First, Microsoft confirmed a maj",True,https://www.tweaktown.com/news/110769/after-years-of-complaints-microsoft-is-finally-working-to-improve-windows-11-search/index.html,0.3612,positive,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
884,MSFT,2026-03-31T19:08:23Z,2026-03-31,Rlsbb.to,Ash,Privacy Eraser Pro 6.28.0.5520,"Description: Privacy Eraser is an easy to use solution for protecting your privacy by deleting your browsing history and other computer activities. All main popular web browsers are supported, including Internet Explorer, Microsoft Edge, Firefox, Google Chrom…","Description: Privacy Eraser is an easy to use solution for protecting your privacy by deleting your browsing history and other computer activities. All main popular web browsers are supported, includ",True,https://post.rlsbb.to/privacy-eraser-pro-6-28-0-5520/,0.8519,positive,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
885,MSFT,2026-03-31T19:09:53Z,2026-03-31,Theregister.com,Jessica Lyons,Iran targets M365 accounts with password-spraying attacks,"Researchers say some targets correlate with cities hit by Iranian missile strikes
Suspected Iran-linked threat actors are conducting password-spraying attacks against hundreds of organizations, primarily Middle Eastern municipalities, in campaigns that securi…","Suspected Iran-linked threat actors are conducting password-spraying attacks against hundreds of organizations, primarily Middle Eastern municipalities, in campaigns that security researchers believe",True,https://www.theregister.com/2026/03/31/iran_password_spraying_m365/,-0.7003,negative,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
886,MSFT,2026-03-31T19:15:00Z,2026-03-31,GlobeNewswire,Bragar Eagel & Squire,"RICHTECH ROBOTICS DEADLINE FRIDAY: Bragar Eagel & Squire, P.C. Urges Richtech Robotics Inc. Investors with Large Losses to Contact the Firm Before April 3rd","Bragar Eagel & Squire, P.C. Litigation Partner Brandon Walker Encourages Investors Who Suffered Losses In Richtech (RR) To Contact Him Directly To Discuss Their Options","Bragar Eagel &amp; Squire, P.C. Litigation Partner Brandon Walker Encourages Investors Who Suffered Losses In Richtech (RR) To Contact Him Directly To Discuss Their Options
If you purchased or acqui",True,https://www.globenewswire.com/news-release/2026/03/31/3265951/0/en/RICHTECH-ROBOTICS-DEADLINE-FRIDAY-Bragar-Eagel-Squire-P-C-Urges-Richtech-Robotics-Inc-Investors-with-Large-Losses-to-Contact-the-Firm-Before-April-3rd.html,-0.5859,negative,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
887,MSFT,2026-03-31T19:18:05Z,2026-03-31,Israelnationalnews.com,Israel National News,"Iranian threat against Apple, Google, and Intel","The IRGC warned that the companies “have become legitimate targets because they are a primary component in planning and tracking assassination targets.""","Irans Revolutionary Guard Corps is threatening major high-tech companies amid suspicion that they are involved in assassinations within the country.
The Iranians warned that 18 companies-including A",True,https://www.israelnationalnews.com/news/424905,-0.8957,negative,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
888,MSFT,2026-03-31T19:20:03Z,2026-03-31,Github.com,Vinaik,Show HN: ModelAtlas – Find AI models that HuggingFace search can't,"Article URL: https://github.com/rohanvinaik/ModelAtlas
Comments URL: https://news.ycombinator.com/item?id=47592153
Points: 1
# Comments: 1","Google for open-source AI models. Search by what you mean, not by keywords.
29,657 models · 166 semantic anchors · &lt;100ms queries · No embeddings · No GPU
You want a small code model with tool-c",True,https://github.com/rohanvinaik/ModelAtlas,-0.4767,negative,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
889,MSFT,2026-03-31T19:23:28Z,2026-03-31,Kotaku,Lewis Parker,Is The RAM AI-pocalypse Finally Over? Probably Not,"RAM manufacturers' stock prices are falling across the board this week, but it's too early to break out the celebratory post-AI-bubble-popping champagne","Its been a big week for AI haters. OpenAIs video platform Sora shut down on March 24 (following a report that it was allegedly losing $1 million every day), some DDR5 RAM prices are currently down (a",True,https://kotaku.com/ram-ai-stock-prices-bubble-openai-nvidia-chatgpt-2000683539,-0.7003,negative,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
890,MSFT,2026-03-31T19:24:21Z,2026-03-31,Windows Central,"mhuck@live.com (Mauro Huculak) , Mauro Huculak",The March Windows 11 Insider Update adds 9 fresh features and improvements worth knowing,"Microsoft closes March with a wave of Windows 11 upgrades across Insider channels, improving security, better accessibility, and deeper NPU insights.","March is coming to an end, and by now, you already know that this is the time to look back on the new features and changes that Microsoft made available for Windows 11 through the Windows Insider Pro",True,https://www.windowscentral.com/microsoft/windows-11/windows-11s-march-insider-update-for-2026-adds-new-features-and-heres-what-you-need-to-know,0.0,neutral,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
891,MSFT,2026-03-31T19:25:30Z,2026-03-31,Rlsbb.to,Ash,2BrightSparks SyncBackPro 12.0,"Description: SyncBackPro backup software, the professional's tool to backup, synchronize, and restore data files. SyncBackPro for Windows is used by individuals, small businesses, and mission critical organizations throughout the world including law enforceme…","Description: SyncBackPro backup software, the professional's tool to backup, synchronize, and restore data files. SyncBackPro for Windows is used by individuals, small businesses, and mission critica",True,https://post.rlsbb.to/2brightsparks-syncbackpro-12-0/,0.296,positive,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
892,MSFT,2026-03-31T19:25:30Z,2026-03-31,Rlsbb.to,Ash,CyberLink AudioDirector Ultra 2026 v16.3.6323,"Description: Cutting-edge audio editing software that simplifies editing and fixing audio tracks. Edit, Mix, Record, and Restore Audio. Restore and fine-tune speech in your video and audio projects. Create podcasts & voiceovers with unmatched clarity even in …","Description: Cutting-edge audio editing software that simplifies editing and fixing audio tracks. Edit, Mix, Record, and Restore Audio. Restore and fine-tune speech in your video and audio projects.",True,https://post.rlsbb.to/cyberlink-audiodirector-ultra-2026-v16-3-6323/,0.5267,positive,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
893,MSFT,2026-03-31T19:30:00Z,2026-03-31,Microsoft.com,Rushil Vora and Saurabh Gupta,Introducing Service Agent in Microsoft 365 Copilot,"Service Agent brings Dynamics 365 Customer Service context, insights, and actions directly into Microsoft 365 Copilot.
The post Introducing Service Agent in Microsoft 365 Copilot appeared first on Microsoft Dynamics 365 Blog.","Microsoft 365 Copilot is becoming the primary interface for how people get work done. As more teams rely on Microsoft 365 Copilot to retrieve information, reason over data, and take action, the need",True,https://www.microsoft.com/en-us/dynamics-365/blog/it-professional/2026/03/31/service-agent-microsoft-365-copilot/,0.0,neutral,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
894,MSFT,2026-03-31T19:34:59Z,2026-03-31,XDA Developers,Patrick O'Rourke,Windows 11's design lead says Microsoft plans to modernize legacy features like Control Panel and Device Manager,"The tech giant is ""building out tooling to scale modernizing other dialogs across Windows 11.""","Summary
<ul><li>
 Windows 11 still shows legacy UI elements in some situations; Microsoft plans tooling to modernize old dialogs.
 </li><li>
 Microsoft extended dark mode in Run and File Explorer",True,https://www.xda-developers.com/windows-11-design-lead-microsoft-plans-modernize-legacy-features-control-panel-device-manager/,0.0,neutral,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
895,MSFT,2026-03-31T19:35:04Z,2026-03-31,Rlsbb.to,Ash,Power-user Premium 1.7.78.358,"Description: Power-user, your smart tool to supercharge Microsoft 365. Build clear, convincing and on-brand documents at lightning speed. Save time to create value for your business. WORK 50% FASTERAssemble, format and clean documents in minutes on PowerPoint…","Description: Power-user, your smart tool to supercharge Microsoft 365. Build clear, convincing and on-brand documents at lightning speed. Save time to create value for your business. 
WORK 50% FASTE",True,https://post.rlsbb.to/power-user-premium-1-7-78-358/,0.9287,positive,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
896,MSFT,2026-03-31T19:35:04Z,2026-03-31,Rlsbb.to,Ash,Let It Be Light 2.0.14,"Description: Let It Be Light – Illuminate the Unseen, Unleash Infinite Content! Tired of missing out on dark, low-light footage that could be your next viral hit? Say hello to Let It Be Light – the revolutionary AI-powered image and video processing software …","Description: Let It Be Light  Illuminate the Unseen, Unleash Infinite Content! Tired of missing out on dark, low-light footage that could be your next viral hit? Say hello to Let It Be Light the revo",True,https://post.rlsbb.to/let-it-be-light-2-0-14/,-0.6588,negative,364.5499877929688,372.8999938964844,363.0700073242188,370.1700134277344,45244400,0.0312291682625001,364.5820007324219,389.8533325195313,460.1016467866443,464.52139645531065,0.0141264720980482
